run_accession	description
SRR14889608	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889610	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889612	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889613	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889615	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889619	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889623	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889624	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889629	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889632	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889633	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889640	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889642	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889643	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889644	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889652	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889654	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889655	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889670	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889674	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889677	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889678	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889681	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889683	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889686	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889687	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889691	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889693	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889699	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889700	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889701	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889702	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889705	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889709	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889713	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889714	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889715	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889716	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889717	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889720	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889724	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889726	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889727	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889730	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889734	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889738	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889741	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889742	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889745	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889746	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889747	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889748	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889753	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889764	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889768	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889773	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889782	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889783	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889784	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889786	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889788	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889793	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889795	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889797	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889798	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889799	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889809	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889811	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889812	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889813	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889814	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889820	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889821	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889823	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889826	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889828	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR14889830	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR15186133	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186134	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186136	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186143	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186146	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186150	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186153	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186156	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186161	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186162	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186165	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186169	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186171	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186175	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186178	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186179	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186183	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186189	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186191	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186193	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186195	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186202	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186205	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186209	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186212	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186215	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186216	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186218	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186219	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186220	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186222	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186223	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186224	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186226	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186227	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186233	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186240	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186241	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186242	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186244	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186254	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186257	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186258	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186261	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186263	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186265	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186267	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186268	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186273	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186274	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186275	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186277	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186279	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186289	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186303	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186305	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186308	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186316	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186317	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186320	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186322	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186324	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186325	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186327	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186328	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186335	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186339	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186340	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186346	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186350	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186352	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186358	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186363	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186365	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186369	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186377	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186378	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186381	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186386	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186388	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186389	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186390	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186394	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186396	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186401	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186405	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186408	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186410	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186412	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186413	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186418	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186419	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186421	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186422	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186423	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186424	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186426	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186428	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186433	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186437	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186439	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186440	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186443	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186449	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186452	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186453	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186458	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186464	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186466	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186469	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186476	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186488	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186494	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186498	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186502	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186508	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186512	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186513	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186514	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186516	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186518	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186519	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186523	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186524	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186528	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186530	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186531	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186534	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186545	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186550	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186558	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186560	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186566	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186567	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186569	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186574	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186575	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186577	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186582	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186583	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186584	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186586	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186589	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186590	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186593	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186595	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186605	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186611	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186614	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186624	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186634	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186639	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186640	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186641	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186649	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186651	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186653	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186655	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186656	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186664	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186666	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186667	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186668	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186669	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186676	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186677	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186680	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186681	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186683	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186684	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186686	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186691	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186692	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186694	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186696	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186700	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186703	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186707	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186710	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186711	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186713	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186717	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186722	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186724	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186733	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186743	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186745	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186746	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186762	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186764	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186769	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15186770	Illumina MiSeq sequencing: WGS of Enterococcus faecium: human origin
SRR15238610	Illumina HiSeq 2500 sequencing: WGS Enterococcus faecium Am1
SRR15245957	Illumina HiSeq 2500 sequencing: Genome sequence
SRR15259295	Illumina MiSeq sequencing
SRR15291456	Illumina HiSeq 2500 sequencing: CL9872
SRR15291470	Illumina HiSeq 2500 sequencing: CL7880
SRR15673109	Illumina MiSeq sequencing
SRR15725496	Illumina NovaSeq 6000 sequencing: Enterococcus faecium increased honey bee gut weight and activates host development
SRR15725511	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725513	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725514	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725520	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725522	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR15725526	Illumina MiSeq sequencing: WGS of E. faecium strain
SRR16498940	MGISEQ-2000RS sequencing: case 36 peri-pancreatic specimen
SRR16498959	MGISEQ-2000RS sequencing: case 19 peri-pancreatic specimen
SRR16498960	MGISEQ-2000RS sequencing: case 19 blood sample
SRR1655246	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1048.rep1_EFCM
SRR1655265	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1070_EFCM
SRR1655354	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1165_EFCM
SRR1655389	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1197_EFCM
SRR1655395	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1201_EFCM
SRR1655397	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1203_EFCM
SRR1655411	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1216.rep1_EFCM
SRR1655412	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1216.rep2_EFCM
SRR1655450	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1251_EFCM
SRR1655455	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 1256_EFCM
SRR1655608	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 185_EFCM
SRR1655623	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 199_EFCM
SRR1655800	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 377_EFCM
SRR1655992	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 560_EFCM
SRR1656039	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 607_EFCM
SRR1656139	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 702_EFCM
SRR1656348	Illumina HiSeq 2000 sequencing: Whole genome seq of Enterococcus faecium clinical isolate: Sample 909_EFCM
SRR16608555	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608556	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608557	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608559	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608562	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608565	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608566	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608569	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608571	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608573	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608574	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608575	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608579	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608580	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608581	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608583	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608584	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608589	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608591	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608592	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608595	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608599	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608602	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608604	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608606	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608607	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608616	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608619	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608622	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608625	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608631	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608635	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608639	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608640	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
SRR16608642	Illumina MiSeq sequencing: Shotgun DNA sequencing of Enterococcus faecium
